"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Perkins, Blake",663368,"MIL","FF","4-Seam Fastball",-0.2,-1,"269",38,"62","0.286","0.429","0.346",22.6,27.4,24.3,"0.25","0.37","0.308",43.6
"Peraza, Oswald",672724,"LAA","FF","4-Seam Fastball",-0.9,-3,"312",31,"62","0.154","0.212","0.266",33.6,35.5,21.8,"0.164","0.288","0.275",46.7
"Yelich, Christian",592885,"MIL","CU","Curveball",0.7,2,"265",10.2,"62","0.169","0.475","0.289",39,40.3,27.5,"0.186","0.442","0.274",42.9
"Cruz, Oneil",665833,"PIT","CH","Changeup",-0.4,-1,"320",14.3,"62","0.164","0.327","0.28",43.4,29,19.4,"0.207","0.319","0.286",44.7
"Larnach, Trevor",663616,"MIN","CH","Changeup",1,3,"270",12.3,"62","0.17","0.396","0.294",43.9,32.3,26,"0.215","0.371","0.293",25.7
"Arozarena, Randy",668227,"SEA","ST","Sweeper",1.5,4,"246",8.6,"62","0.207","0.466","0.336",31.2,27.4,17.7,"0.238","0.482","0.329",48.8
"Fitzgerald, Tyler",666149,"SF","FF","4-Seam Fastball",-2.6,-6,"247",26.7,"62","0.17","0.208","0.236",23.8,27.4,21,"0.212","0.323","0.277",35.9
"Busch, Michael",683737,"CHC","CH","Changeup",3.4,8,"247",10.6,"62","0.339","0.714","0.466",37.1,22.6,17.5,"0.321","0.754","0.471",50
"Schanuel, Nolan",694384,"LAA","SL","Slider",-0.1,0,"245",11.4,"62","0.271","0.39","0.295",23.5,21,17.6,"0.307","0.454","0.335",31.9
"Torres, Gleyber",650402,"DET","FC","Cutter",2.9,7,"251",9.5,"61","0.38","0.52","0.448",15.6,11.5,12.1,"0.296","0.479","0.398",32.6
"Moreno, Gabriel",672515,"AZ","SI","Sinker",1.3,3,"243",18.5,"61","0.396","0.415","0.422",5.2,8.2,10.6,"0.374","0.475","0.413",45.8
"Paredes, Isaac",670623,"HOU","SL","Slider",-1,-3,"350",18,"61","0.167","0.241","0.237",22.6,13.1,7.4,"0.239","0.319","0.293",26.1
"Kurtz, Nick",701762,"ATH","SL","Slider",1.8,5,"273",14,"61","0.302","0.566","0.399",43,34.4,26.6,"0.216","0.416","0.312",45.5
"Andujar, Miguel",609280,"CIN","SL","Slider",0.7,2,"248",20.4,"61","0.333","0.55","0.376",27.6,18,15.5,"0.271","0.392","0.293",26.5
"Ramírez, José",608070,"CLE","FC","Cutter",0.2,1,"283",10.6,"61","0.273","0.455","0.339",16.1,19.7,16,"0.252","0.385","0.304",43.2
"Benintendi, Andrew",643217,"CWS","SL","Slider",-2.1,-5,"246",14.3,"61","0.158","0.298","0.226",39.9,29.5,23.1,"0.199","0.397","0.28",41
"Barger, Addison",680718,"TOR","CH","Changeup",0,0,"255",13,"61","0.19","0.414","0.275",26.4,23,16.5,"0.276","0.578","0.375",61.4
"Thomas, Alek",677950,"AZ","SI","Sinker",-0.3,-1,"248",14.8,"61","0.327","0.418","0.368",24.8,24.6,29.4,"0.259","0.315","0.275",41.9
"Ward, Taylor",621493,"LAA","FC","Cutter",-2.3,-6,"269",9.6,"60","0.218","0.255","0.238",17.3,15,22.5,"0.253","0.34","0.285",27.7
"Arcia, Orlando",606115,"COL","FF","4-Seam Fastball",-2.9,-7,"252",32.1,"60","0.132","0.226","0.216",21.6,18.3,15.9,"0.196","0.333","0.28",40.5
"Urías, Ramón",602104,"HOU","SL","Slider",-0.5,-1,"250",16.7,"60","0.246","0.404","0.281",34.7,23.3,18.4,"0.231","0.344","0.247",33.3
"Schmitt, Casey",669477,"SF","SL","Slider",-2.4,-6,"250",18.8,"60","0.132","0.189","0.193",37.3,31.7,25.7,"0.209","0.307","0.268",34.3
"McCarthy, Jake",664983,"AZ","FF","4-Seam Fastball",-0.3,-1,"260",30.7,"59","0.296","0.519","0.374",10.9,11.9,8.9,"0.274","0.481","0.338",38.8
"Perez, Salvador",521692,"KC","ST","Sweeper",0.3,1,"256",11.3,"59","0.263","0.439","0.329",36.4,30.5,19.4,"0.274","0.478","0.332",33.3
"Ozuna, Marcell",542303,"ATL","CH","Changeup",-1.2,-3,"247",9.4,"59","0.137","0.157","0.227",26.7,20.3,13.5,"0.182","0.262","0.261",30.8
"Alonso, Pete",624413,"NYM","ST","Sweeper",-0.1,0,"282",10,"59","0.232","0.393","0.294",22.8,30.5,22.5,"0.272","0.484","0.339",60.5
"Myers, Dane",667472,"MIA","SI","Sinker",-1.9,-5,"263",21.2,"59","0.25","0.25","0.281",17.3,18.6,22.4,"0.234","0.406","0.322",41.5
"Suzuki, Seiya",673548,"CHC","ST","Sweeper",0.4,1,"243",8.9,"59","0.212","0.462","0.308",34.5,35.6,25.3,"0.2","0.44","0.302",39.4
"Tawa, Tim",694374,"AZ","FF","4-Seam Fastball",-1,-3,"254",29,"59","0.213","0.298","0.289",27.6,23.7,19.2,"0.236","0.342","0.325",44.4
"Caballero, José",676609,"NYY","SL","Slider",0,0,"255",17,"59","0.25","0.357","0.286",32.3,23.7,16.3,"0.224","0.32","0.258",28.6
"Ward, Taylor",621493,"LAA","ST","Sweeper",0.8,2,"293",10.5,"58","0.245","0.509","0.326",27.7,32.8,19.2,"0.183","0.306","0.227",25
"Duran, Ezequiel",677649,"TEX","FF","4-Seam Fastball",-1,-3,"262",32.5,"58","0.245","0.34","0.292",25.4,29.3,17.9,"0.223","0.294","0.264",52.8
"Tucker, Kyle",663656,"CHC","CH","Changeup",2.3,7,"285",12.4,"57","0.245","0.469","0.358",33.9,26.3,17,"0.215","0.362","0.31",29.4
"Alvarez Jr., Nacho",805373,"ATL","FF","4-Seam Fastball",-2,-5,"243",29.7,"57","0.208","0.245","0.235",22.4,26.3,19,"0.257","0.39","0.307",44.7
"Santana, Carlos",467793,"CHC","SI","Sinker",-0.4,-1,"246",12.4,"57","0.261","0.348","0.338",16.5,12.3,10.8,"0.268","0.421","0.368",62.5
"Ramírez, José",608070,"CLE","CU","Curveball",2,6,"287",10.8,"56","0.286","0.429","0.373",13.5,7.1,4.4,"0.317","0.453","0.377",30.4
"Freeman, Freddie",518692,"LAD","CH","Changeup",1.9,5,"273",11.5,"56","0.286","0.469","0.371",30.4,19.6,13.1,"0.231","0.345","0.302",31.6
"Tucker, Kyle",663656,"CHC","CU","Curveball",1.5,4,"249",10.8,"56","0.306","0.551","0.392",27.3,17.9,14.1,"0.235","0.426","0.326",42.5
"Julien, Edouard",666397,"MIN","FF","4-Seam Fastball",-0.8,-2,"243",27.7,"55","0.178","0.289","0.291",14,27.3,19.2,"0.24","0.408","0.352",36.7
"Hoskins, Rhys",656555,"MIL","SL","Slider",0.4,1,"279",19.5,"55","0.286","0.367","0.309",40,30.9,20.7,"0.224","0.298","0.252",37.1
"Rodríguez, Julio",677594,"SEA","FC","Cutter",-2.6,-6,"245",9.8,"55","0.115","0.308","0.203",27.9,27.3,28.3,"0.183","0.373","0.259",40.5
"Friedl, TJ",670770,"CIN","CU","Curveball",0.6,2,"257",9.7,"55","0.17","0.404","0.293",34.6,43.6,23.3,"0.106","0.189","0.203",37.5
"McNeil, Jeff",643446,"NYM","SL","Slider",0.3,1,"270",15.7,"55","0.239","0.326","0.321",26.2,10.9,7.4,"0.267","0.349","0.339",30
"Beavers, Dylan",687637,"BAL","FF","4-Seam Fastball",1.7,4,"246",40,"55","0.31","0.524","0.448",14.1,16.4,13.4,"0.245","0.526","0.406",35.3
"Suwinski, Jack",669261,"PIT","FF","4-Seam Fastball",-0.1,0,"256",31.8,"54","0.222","0.422","0.344",34.7,27.8,24.2,"0.21","0.469","0.352",53.3
"Lowe, Josh",666139,"TB","SI","Sinker",-1.8,-5,"279",15.3,"54","0.204","0.265","0.256",22.7,24.1,15.7,"0.274","0.354","0.312",50
"Stephenson, Tyler",663886,"CIN","SL","Slider",0.6,2,"255",18.5,"54","0.288","0.5","0.366",45.4,46.3,26.3,"0.198","0.375","0.258",44.4
"Acuña Jr., Ronald",660670,"ATL","SL","Slider",1.4,4,"264",15.2,"54","0.292","0.5","0.379",29.7,25.9,15.7,"0.244","0.464","0.345",47.1
"Freeman, Freddie",518692,"LAD","CU","Curveball",0.1,0,"276",11.6,"53","0.204","0.408","0.281",33.3,37.7,20.8,"0.19","0.296","0.227",45.2
"Osuna, Alejandro",696030,"TEX","FF","4-Seam Fastball",-0.8,-3,"325",44,"53","0.214","0.262","0.311",25,26.4,14.3,"0.267","0.424","0.379",50
"Suzuki, Seiya",673548,"CHC","CU","Curveball",0.6,2,"270",9.9,"53","0.205","0.364","0.307",19.8,26.4,14.1,"0.198","0.358","0.311",41.9
"Triolo, Jared",669707,"PIT","SL","Slider",0,0,"254",17.5,"51","0.205","0.364","0.304",36.6,21.6,12.9,"0.226","0.402","0.325",36.4
"Torres, Gleyber",650402,"DET","ST","Sweeper",-0.5,-1,"265",10,"51","0.234","0.255","0.242",22,31.4,15.4,"0.203","0.295","0.239",18.8
"Turang, Brice",668930,"MIL","CU","Curveball",1.1,3,"299",10.8,"51","0.271","0.313","0.302",24.1,33.3,15.9,"0.199","0.262","0.229",38.7
"Judge, Aaron",592450,"NYY","ST","Sweeper",4.1,10,"250",9.5,"50","0.341","0.829","0.52",38.9,24,13.6,"0.278","0.672","0.438",36.7
"Santana, Carlos",467793,"CHC","CH","Changeup",-0.3,-1,"245",12.4,"50","0.222","0.311","0.279",34.3,22,15.5,"0.201","0.297","0.263",38.2
"Lux, Gavin",666158,"CIN","CU","Curveball",-0.5,-1,"246",12,"49","0.156","0.244","0.215",34.1,36.7,22,"0.155","0.257","0.218",29.6
"Torkelson, Spencer",679529,"DET","ST","Sweeper",-2.1,-5,"263",10,"48","0.091","0.182","0.164",37.2,43.8,21.6,"0.122","0.221","0.192",13
"Manzardo, Kyle",700932,"CLE","CU","Curveball",1.1,3,"245",12.1,"42","0.306","0.444","0.379",21.7,28.6,15.6,"0.263","0.518","0.382",41.7
"Muncy, Max",571970,"LAD","CU","Curveball",-1.1,-3,"245",14.8,"41","0.139","0.167","0.187",30.2,34.1,16.3,"0.185","0.293","0.249",43.5
"Frelick, Sal",686217,"MIL","CU","Curveball",0.4,1,"243",10.5,"39","0.286","0.314","0.293",16.3,25.6,13.7,"0.21","0.253","0.246",23.1
"Polanco, Jorge",593871,"SEA","CU","Curveball",1,3,"250",12.4,"36","0.188","0.344","0.303",31.8,33.3,19.4,"0.235","0.392","0.315",55
